MStarID,FundName,Date,Value,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-02-01,134.24501,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-31,134.24471,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-30,134.28149,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-29,134.28149,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-28,134.28149,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-27,134.11082,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-26,134.15924,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-25,134.22903,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-24,134.35524,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-23,134.38524,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-22,134.38524,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-21,134.38524,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-20,134.22672,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-19,134.08430,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-18,134.06183,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-17,134.07744,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-16,134.03561,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-15,134.03561,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-14,134.03561,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-13,134.18910,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-12,134.04030,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-11,133.99365,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-10,133.94911,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-09,133.93643,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-08,133.93643,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-07,133.93643,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-06,134.03296,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-05,133.94720,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-04,133.94676,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-03,134.27737,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-02,134.32333,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2005-01-01,134.32333,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-31,134.32333,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-30,134.23819,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-29,134.07330,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-28,134.18456,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-27,134.20007,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-26,134.33083,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-25,134.33083,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-24,134.33083,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-23,134.33083,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-22,134.32964,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-21,134.31740,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-20,134.24751,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-19,134.26198,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-18,134.26198,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-17,134.26198,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-16,134.30710,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-15,134.54297,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-14,134.45097,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-13,134.41158,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-12,134.42552,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-11,134.42552,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-10,134.42552,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-09,134.43723,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-08,134.48706,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-07,134.25931,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-06,134.27686,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-05,134.16109,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-04,134.16109,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-03,134.16109,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-02,133.75079,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-12-01,133.83029,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-30,133.81709,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-29,133.70012,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-28,133.85004,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-27,133.85004,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-26,133.85004,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-25,133.93213,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-24,133.91809,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-23,134.02180,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-22,134.06209,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-21,134.01141,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-20,134.01141,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-19,134.01141,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-18,134.27470,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-17,134.28497,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-16,134.03941,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-15,134.13324,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-14,134.13863,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-13,134.13863,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-12,134.13863,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-11,134.06349,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-10,134.04956,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-09,134.16711,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-08,134.15172,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-07,134.20270,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-06,134.20270,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-05,134.20270,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-04,134.73763,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-03,134.81454,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-02,134.77444,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-11-01,134.68466,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-31,134.86813,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-30,134.84183,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-29,134.84183,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-28,134.71103,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-27,134.63913,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-26,134.94183,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-25,134.96587,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-24,134.87091,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-23,134.87091,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-22,134.87091,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-21,134.81050,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-20,134.86989,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-19,134.71317,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-18,134.74171,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-17,134.70125,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-16,134.70125,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-15,134.70125,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-14,134.89502,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-13,134.69012,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-12,134.53615,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-11,134.40402,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-10,134.36259,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-09,134.36259,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-08,134.36259,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-07,133.91521,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-06,133.94949,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-05,134.12773,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-04,134.09729,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-03,134.08163,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-02,134.08163,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-10-01,134.08163,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-30,134.22870,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-29,134.22089,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-28,134.46585,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-27,134.41078,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-26,134.24173,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-25,134.24173,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-24,134.24173,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-23,134.37444,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-22,134.57191,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-21,134.53157,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-20,134.61018,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-19,134.30829,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-18,134.30829,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-17,134.30829,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-16,134.55656,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-15,134.22867,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-14,134.35905,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-13,134.21379,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-12,134.14832,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-11,134.14832,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-10,134.14832,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-09,134.10156,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-08,134.18582,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-07,133.83989,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-06,133.72101,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-05,133.67992,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-04,133.67992,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-03,133.67992,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-02,134.13451,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-09-01,134.32777,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-31,134.27591,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-30,134.04909,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-29,133.90221,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-28,133.90221,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-27,133.90221,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-26,133.90285,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-25,133.80150,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-24,133.79901,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-23,133.78725,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-22,133.88345,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-21,133.88345,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-20,133.88345,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-19,134.00513,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-18,133.91327,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-17,133.94353,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-16,133.73721,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-15,133.80956,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-14,133.80956,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-13,133.80956,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-12,133.63760,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-11,133.54369,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-10,133.46556,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-09,133.72871,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-08,133.82750,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-07,133.82750,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-06,133.82750,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-05,132.97746,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-04,132.87584,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-03,132.87439,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-02,132.80605,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-08-01,132.69859,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-31,132.69859,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-30,132.68636,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-29,132.38693,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-28,132.28799,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-27,132.17574,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-26,132.48640,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-25,132.59074,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-24,132.59074,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-23,132.59074,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-22,132.54816,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-21,132.46489,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-20,132.61557,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-19,132.97194,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-18,132.98473,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-17,132.98473,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-16,132.98473,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-15,132.57114,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-14,132.59900,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-13,132.66817,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-12,132.79909,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-11,132.72829,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-10,132.72829,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-09,132.72829,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-08,132.70309,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-07,132.64809,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-06,132.61346,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-05,132.64064,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-04,132.59999,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-03,132.59999,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-02,132.59999,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-07-01,132.23656,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-30,131.94362,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-29,131.59196,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-28,131.45679,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-27,131.79839,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-26,131.79839,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-25,131.79839,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-24,131.78261,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-23,131.62303,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-22,131.56866,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-21,131.56984,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-20,131.44411,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-19,131.44411,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-18,131.44411,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-17,131.47954,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-16,131.36241,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-15,131.50154,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-14,130.87413,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-13,131.22470,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-12,131.22470,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-11,131.22470,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-10,131.21162,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-09,131.22540,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-08,131.41483,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-07,131.47040,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-06,131.32167,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-05,131.32167,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-04,131.32167,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-03,131.57904,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-02,131.52164,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-06-01,131.67232,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-31,131.78900,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-30,131.74954,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-29,131.74954,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-28,131.74954,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-27,132.02296,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-26,131.76859,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-25,131.53517,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-24,131.51439,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-23,131.40506,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-22,131.40506,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-21,131.40506,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-20,131.56551,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-19,131.32285,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-18,131.51332,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-17,131.67532,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-16,131.33673,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-15,131.33673,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-14,131.33673,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-13,131.05009,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-12,131.23918,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-11,131.21297,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-10,131.17688,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-09,131.06653,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-08,131.06653,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-07,131.06653,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-06,131.90060,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-05,132.03648,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-04,132.10011,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-03,132.14981,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-02,132.12735,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-05-01,132.12735,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-30,132.12735,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-29,132.04219,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-28,132.22179,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-27,132.46034,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-26,132.29865,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-25,132.26205,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-24,132.26205,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-23,132.26205,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-22,132.64592,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-21,132.44835,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-20,132.65733,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-19,132.81415,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-18,132.90114,
F0000113ES,Morningstar US 1-5Y Tsy&Gv Bd TR USD,2004-04-17,132.90114,
